name,course_url,course_id,reviews,reviewers,rating,user_id,Sequence,tfidf_matrix
  (0, 3330)	0.1123595713523352
  (0, 172)	0.14258331302203375
  (0, 2926)	0.1348610280401087
  (0, 415)	0.14693905583509934
  (0, 1264)	0.13194541329285678
  (0, 1741)	0.16432056702222314
  (0, 1827)	0.17405609505687433"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,good introduction foundation machine learn learn methodology base study case amazing grip ipython notebook use practical session instructive strongly recommendable everybody want start world,Alberto V H,5.0,6987,machine learning foundation case study approach good introduction foundation machine learn learn methodology base study case amazing grip ipython notebook use practical session instructive strongly recommendable everybody want start world,"  (0, 3428)	0.1813994089637931
  (0, 2871)	0.1469453836099798
  (0, 3359)	0.1390617762403862
  (0, 1067)	0.17051117184114634
  (0, 2529)	0.22625987613705958
  (0, 2910)	0.22625987613705958
  (0, 1580)	0.22625987613705958
  (0, 2722)	0.1979297193862531
  (0, 2323)	0.15444648077214984
  (0, 2077)	0.1979297193862531
  (0, 1641)	0.2427901865595195
  (0, 1369)	0.2427901865595195
  (0, 115)	0.14925779473842654
  (0, 270)	0.18480887385565645
  (0, 1921)	0.17417848659736976
  (0, 1342)	0.07743137462519793
  (0, 1625)	0.08014659222954341
  (0, 3282)	0.12836149697488358
  (0, 1738)	0.18019925110130006
  (0, 172)	0.16329024947472298
  (0, 2926)	0.3088929615442997
  (0, 415)	0.336557126866393
  (0, 1264)	0.3022148805071817
  (0, 1741)	0.09409216904204051
  (0, 1827)	0.1993337269420934"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,impressive course,Chao P,5.0,30139,machine learning foundation case study approach impressive course,"  (0, 1517)	0.5417472073178928
  (0, 645)	0.1262740545454422
  (0, 172)	0.39097536048144155
  (0, 2926)	0.3698002096832412
  (0, 415)	0.40291917129918847
  (0, 1264)	0.3618053503783822
  (0, 1741)	0.2252903638033035
  (0, 1827)	0.23863817955449426"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,one assignment wrong answer question make pass bit tedious fairly descent course,Zacharias V,4.0,4674,machine learning foundation case study approach one assignment wrong answer question make pas bit tedious fairly descent course,"  (0, 798)	0.3537482881723537
  (0, 1170)	0.33561121683192
  (0, 3039)	0.3537482881723537
  (0, 326)	0.19802712107105147
  (0, 2203)	0.2736001603348837
  (0, 1838)	0.18550408303649926
  (0, 2468)	0.21974462453825927
  (0, 144)	0.2341295494456795
  (0, 3444)	0.29173723167531734
  (0, 2116)	0.18447572689984165
  (0, 212)	0.17573107133755841
  (0, 645)	0.07290046993750025
  (0, 172)	0.22571768694434016
  (0, 2926)	0.21349286015990585
  (0, 415)	0.2326130814463438
  (0, 1264)	0.20887727224276428
  (0, 1741)	0.13006451287854073
  (0, 1827)	0.13777046676117938"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,love hand exercise,Jijo T,4.0,21002,machine learning foundation case study approach love hand exercise,"  (0, 1407)	0.38781165521646227
  (0, 1813)	0.3442480949031414
  (0, 1104)	0.3413238948106334
  (0, 172)	0.36884261848243416
  (0, 2926)	0.3488661727607622
  (0, 415)	0.38011030156929637
  (0, 1264)	0.3413238948106334
  (0, 1741)	0.21253689133183884
  (0, 1827)	0.22512909997288433"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,average course do not much expectation,HARSHIT J,4.0,47235,machine learning foundation case study approach average course much expectation,"  (0, 1113)	0.4153765280926926
  (0, 1993)	0.26622419247498097
  (0, 244)	0.4947727106135741
  (0, 645)	0.10747305604521686
  (0, 172)	0.332762870255341
  (0, 2926)	0.31474049680187804
  (0, 415)	0.3429283619236808
  (0, 1264)	0.30793599555070833
  (0, 1741)	0.19174678426728062
  (0, 1827)	0.20310723796834326"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,good teach great information lecture,C M R,4.0,101870,machine learning foundation case study approach good teach great information lecture,"  (0, 1750)	0.3281327826378927
  (0, 1550)	0.3531979109284382
  (0, 3025)	0.31250835502472574
  (0, 1342)	0.1729062308393453
  (0, 1365)	0.19845168739730915
  (0, 172)	0.3646312842327195
  (0, 2926)	0.34488292356911754
  (0, 415)	0.3757703162979241
  (0, 1264)	0.3374267610835815
  (0, 1741)	0.21011020893413682
  (0, 1827)	0.22255864351851884"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,really help understand basic machine learn concept programming exercise relevant thank,Abhijit c,5.0,59538,machine learning foundation case study approach really help understand basic machine learn concept programming exercise relevant thank,"  (0, 3073)	0.19958740693110036
  (0, 2563)	0.3627548436440001
  (0, 2413)	0.18020965252029442
  (0, 1429)	0.22957374091888103
  (0, 3233)	0.20490727382289584
  (0, 553)	0.2246577864670993
  (0, 2509)	0.1890873359985724
  (0, 1104)	0.26892533969427695
  (0, 1738)	0.160349962694573
  (0, 272)	0.20307883625259104
  (0, 172)	0.2906070391706577
  (0, 2926)	0.2748678174716747
  (0, 415)	0.2994847226489358
  (0, 1264)	0.26892533969427695
  (0, 1741)	0.16745547724014712
  (0, 1827)	0.3547534796464454"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,halfway course excellent want build strong foundation machine learn basic level experience programming require python medium programming assignment do certain level proficiency language will not problem anyways great go till,Pratyush D,5.0,42457,machine learning foundation case study approach halfway course excellent want build strong foundation machine learn basic level experience programming require python medium programming assignment certain level proficiency language problem anyways great go till,"  (0, 3114)	0.226878358185306
  (0, 1338)	0.14624700669248436
  (0, 150)	0.24345385426075392
  (0, 2381)	0.13571761529221577
  (0, 1720)	0.146792371511185
  (0, 2404)	0.2566105656618577
  (0, 424)	0.23411901896461837
  (0, 1901)	0.24345385426075392
  (0, 2458)	0.09467879891314826
  (0, 2584)	0.16873855338972366
  (0, 1763)	0.3188074361871762
  (0, 2909)	0.24345385426075392
  (0, 386)	0.16282250276793228
  (0, 1082)	0.1146240638788736
  (0, 1403)	0.2566105656618577
  (0, 2413)	0.20307089993892416
  (0, 3359)	0.13944190202172377
  (0, 212)	0.1274760928265585
  (0, 645)	0.05288232184621266
  (0, 1117)	0.1234861767661232
  (0, 1365)	0.08911414552133583
  (0, 1738)	0.09034591314661355
  (0, 272)	0.1144206246991095
  (0, 172)	0.1637366038601228
  (0, 2926)	0.15486866068934624
  (0, 415)	0.16873855338972366
  (0, 1264)	0.303040985787083
  (0, 1741)	0.09434937026758092
  (0, 1827)	0.19987860628096946"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,excellent teaching method,Yash J ,5.0,41857,machine learning foundation case study approach excellent teaching method,"  (0, 1920)	0.3749461905591571
  (0, 3027)	0.39422912508354496
  (0, 1082)	0.26248166313812354
  (0, 172)	0.3749461905591571
  (0, 2926)	0.35463917654035987
  (0, 415)	0.38640033017900155
  (0, 1264)	0.34697208970214566
  (0, 1741)	0.21605393131096015
  (0, 1827)	0.22885451460611145"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,good without miss course capstone project,Adrien L,3.0,17284,machine learning foundation case study approach good without miss course capstone project,"  (0, 2419)	0.2893811204906387
  (0, 406)	0.34846513748252067
  (0, 1950)	0.43062943046023544
  (0, 1342)	0.1513170987048853
  (0, 3410)	0.34038118755216873
  (0, 645)	0.10306139716387384
  (0, 172)	0.3191032952328765
  (0, 2926)	0.3018207217519332
  (0, 415)	0.3288515038792933
  (0, 1264)	0.29529553830824445
  (0, 1741)	0.18387577515197448
  (0, 1827)	0.19476989386349988"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,must ml aspirant,ASHISH D,5.0,21236,machine learning foundation case study approach must ml aspirant,"  (0, 204)	0.48846332494875067
  (0, 2006)	0.38368211833160665
  (0, 1955)	0.35585370737594196
  (0, 172)	0.32851944850160103
  (0, 2926)	0.3107268979592933
  (0, 415)	0.338555308914958
  (0, 1264)	0.3040091683140134
  (0, 1741)	0.18930161219942007
  (0, 1827)	0.20051719638324825"
Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,1,favourite machine learn course starter fundamental knowledge hand practice python really helpful beginner,Weichang Z,5.0,101635,machine learning foundation case study approach favourite machine learn course starter fundamental knowledge hand practice python really helpful beginner,"  (0, 293)	0.20399214131420684
  (0, 1431)	0.21467713749829337
  (0, 2326)	0.2265598814616656
  (0, 1700)	0.20346020195229256
  (0, 1297)	0.17105656529914096
  (0, 2873)	0.35147067348026456
  (0, 1192)	0.397530593295549
  (0, 2458)	0.14667252304041914
  (0, 1407)	0.26669910712473754
  (0, 2509)	0.1650433820672667
  (0, 645)	0.08192313018814966
  (0, 1738)	0.13996019362011733
  (0, 172)	0.25365405009271547
  (0, 2926)	0.2399161952195246
  (0, 415)	0.26140286573094923
  (0, 1264)	0.23472935060583397
  (0, 1741)	0.14616218565589575
  (0, 1827)	0.3096437620836895"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,excellent course excel skill progress considerably level advanced level introduce several function feature little difficult grasp additional optional exercise practice example would extremely beneficial want learn well,Rita R,5.0,20609,excel skill business advanced excellent course excel skill progress considerably level advanced level introduce several function feature little difficult grasp additional optional exercise practice example would extremely beneficial want learn well,"  (0, 310)	0.22233428401867944
  (0, 1157)	0.17988319468020514
  (0, 1077)	0.15108297975278565
  (0, 2140)	0.2165367240850875
  (0, 48)	0.19726248843852506
  (0, 1361)	0.2165367240850875
  (0, 1786)	0.16755281561951607
  (0, 1197)	0.19449565339239921
  (0, 1624)	0.1853477825306776
  (0, 585)	0.2514709946087426
  (0, 2416)	0.22233428401867944
  (0, 66)	0.32275787434201436
  (0, 389)	0.12433403613787769
  (0, 2779)	0.23844914090522526
  (0, 1079)	0.24046826562672294
  (0, 2326)	0.14331787210964772
  (0, 1763)	0.31242214388122896
  (0, 1082)	0.11232829511665292
  (0, 3359)	0.1366490647066518
  (0, 1294)	0.17825214263330277
  (0, 3378)	0.10700083836740898
  (0, 836)	0.16535894280233604
  (0, 2727)	0.2165367240850875
  (0, 3436)	0.1264446666473521
  (0, 645)	0.051823158713621864
  (0, 1104)	0.14848573734004042
  (0, 1738)	0.08853640371048435"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,curso bastante proveitoso agradeo pelos ensinamento,Bruno F,5.0,3345,excel skill business advanced curso bastante proveitoso agradeo pelos ensinamento,"  (0, 993)	0.3972751327016586
  (0, 2229)	0.3972751327016586
  (0, 80)	0.3972751327016586
  (0, 2443)	0.3972751327016586
  (0, 276)	0.36245453918570175
  (0, 709)	0.24935977547079033
  (0, 66)	0.2549472505949026
  (0, 389)	0.19642353100348742
  (0, 2779)	0.1883515716059177
  (0, 1079)	0.18994648326346736"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,particular course awesome everything seem challenge first comparison first three course experience absolutely worth push edge bit you ll soon regret course end quickly highly recommend,Dac H H N,5.0,100251,excel skill business advanced particular course awesome everything seem challenge first comparison first three course experience absolutely worth push edge bit soon regret course end quickly highly recommend,"  (0, 2528)	0.13637985443639122
  (0, 1451)	0.15938236264730388
  (0, 2472)	0.23559162346225498
  (0, 968)	0.18723698766813776
  (0, 2552)	0.2528037016055458
  (0, 917)	0.2664656966199788
  (0, 2453)	0.2528037016055458
  (0, 3431)	0.18417172766068676
  (0, 7)	0.22425431742213123
  (0, 3104)	0.24311036188041832
  (0, 523)	0.2664656966199788
  (0, 1222)	0.29937804584435274
  (0, 430)	0.16081639292112626
  (0, 2699)	0.188880953983134
  (0, 1070)	0.188880953983134
  (0, 248)	0.1491666151615049
  (0, 2198)	0.21975502714085784
  (0, 66)	0.17100163372706215
  (0, 389)	0.13174782087532802
  (0, 2779)	0.12633368818261587
  (0, 1079)	0.12740344868583733
  (0, 326)	0.1491666151615049
  (0, 2827)	0.22425431742213123
  (0, 645)	0.1647398036003102
  (0, 1117)	0.12822866443575204"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,intriguing content look forward interesting application workspace thank coursera team,Tanmay,5.0,43085,excel skill business advanced intriguing content look forward interesting application workspace thank coursera team,"  (0, 3028)	0.31120776948029694
  (0, 659)	0.23563125335456492
  (0, 3427)	0.4023726286740602
  (0, 165)	0.28273447527651663
  (0, 1608)	0.226035720172815
  (0, 1263)	0.28036753331366826
  (0, 1803)	0.24746709357626756
  (0, 604)	0.20540562437954982
  (0, 1621)	0.4023726286740602
  (0, 66)	0.25821851646610006
  (0, 389)	0.1989438703747591
  (0, 2779)	0.190768338472566
  (0, 1079)	0.1923837146774318
  (0, 3073)	0.1763301920631754"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,thank lot,Mohamed A A,5.0,28765,excel skill business advanced thank lot,"  (0, 1811)	0.37400018648924127
  (0, 66)	0.5216535610011157
  (0, 389)	0.4019068029691901
  (0, 2779)	0.3853905771453261
  (0, 1079)	0.38865396337012975
  (0, 3073)	0.356222605027018"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,excelente curso bien explicado con buenas prcticas,Alfonso H U A,5.0,6929,excel skill business advanced excelente curso bien explicado con buenas prcticas,"  (0, 2336)	0.3979345981056213
  (0, 379)	0.4194397440384613
  (0, 549)	0.27760767069348863
  (0, 1136)	0.36117130831127053
  (0, 318)	0.32902294671310917
  (0, 1081)	0.2922596569187584
  (0, 709)	0.2632719538363389
  (0, 66)	0.26917116308193473
  (0, 389)	0.20738231211945568
  (0, 2779)	0.1988600052723567
  (0, 1079)	0.2005438995872545"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,excellent course,Abhishek P,5.0,119,excel skill business advanced excellent course,"  (0, 66)	0.5519813301891814
  (0, 389)	0.42527276395711283
  (0, 2779)	0.4077963217711045
  (0, 1079)	0.41124943395887753
  (0, 1082)	0.3842082668487935
  (0, 645)	0.17725619329762957"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,enjoy section course easy hard either recommend,Tugba A,5.0,121272,excel skill business advanced enjoy section course easy hard either recommend,"  (0, 935)	0.42357775589734287
  (0, 1414)	0.33566757551638815
  (0, 2695)	0.40455021929857815
  (0, 981)	0.2992122659630468
  (0, 2528)	0.2677067703400348
  (0, 66)	0.33566757551638815
  (0, 389)	0.2586143222665018
  (0, 2779)	0.24798665307482964
  (0, 1079)	0.2500865389453511
  (0, 914)	0.26046023321534567
  (0, 645)	0.10779197301670933"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,excellent challenge brain,Mr. B N S,5.0,41747,excel skill business advanced excellent challenge brain,"  (0, 358)	0.591396571026627
  (0, 430)	0.3762059761562385
  (0, 66)	0.40003282856961636
  (0, 389)	0.3082043855017272
  (0, 2779)	0.2955388292253832
  (0, 1079)	0.29804137443894985
  (0, 1082)	0.2784440547919916"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,great course way complicated intermediate ii ready spend long hour material,Franklin L,4.0,54678,excel skill business advanced great course way complicated intermediate ii ready spend long hour material,"  (0, 1874)	0.21387851100135716
  (0, 1469)	0.35119772055875786
  (0, 1802)	0.28910452230232936
  (0, 2850)	0.3039413191929117
  (0, 2499)	0.35119772055875786
  (0, 1491)	0.28910452230232936
  (0, 1610)	0.2520829480339711
  (0, 536)	0.35119772055875786
  (0, 3365)	0.2223307958389372
  (0, 66)	0.261738119111759
  (0, 389)	0.20165554025068977
  (0, 2779)	0.19336857318069214
  (0, 1079)	0.19500596749038712
  (0, 645)	0.0840512171285413
  (0, 1365)	0.14163811521400996"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,useful course,Pranjal P,5.0,31161,excel skill business advanced useful course,"  (0, 3284)	0.4389626467186436
  (0, 66)	0.5371893463000977
  (0, 389)	0.4138763135178132
  (0, 2779)	0.3968682046559869
  (0, 1079)	0.4002287804171543
  (0, 645)	0.1725060856180814"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,excellente course explain well content week,Salvador R M,4.0,13759,excel skill business advanced excellente course explain well content week,"  (0, 3375)	0.32869299439497
  (0, 1127)	0.2970032021807227
  (0, 1083)	0.5566646043056681
  (0, 604)	0.28416952960789726
  (0, 66)	0.3572338127637279
  (0, 389)	0.27522998084174316
  (0, 2779)	0.2639194967108525
  (0, 1079)	0.2661542977181915
  (0, 3378)	0.2368606345349767
  (0, 645)	0.11471747739365414"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,course well awesome specialization thanks nicky prashan yvonne incredible experience everybody say wow,Douglas C,4.0,17427,excel skill business advanced course well awesome specialization thanks nicky prashan yvonne incredible experience everybody say wow,"  (0, 3437)	0.3233729687011533
  (0, 2666)	0.2374985068885982
  (0, 1530)	0.2868541240032796
  (0, 3466)	0.3408486617315145
  (0, 2333)	0.3408486617315145
  (0, 2058)	0.3408486617315145
  (0, 3075)	0.2934980741415589
  (0, 2842)	0.228671793521242
  (0, 248)	0.19080595287778856
  (0, 66)	0.21873614033290037
  (0, 389)	0.1685247632284985
  (0, 2779)	0.16159929437394796
  (0, 1079)	0.16296767477158047
  (0, 1067)	0.22710433488409074
  (0, 3378)	0.145031010906152
  (0, 645)	0.0702421140924051
  (0, 1117)	0.1640232466052763"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,question assesment see course formula laike indirect index match explanation practice exercise,Mauricio M,4.0,28171,excel skill business advanced question assesment see course formula laike indirect index match explanation practice exercise,"  (0, 1130)	0.1942990884262366
  (0, 1872)	0.3166668469965249
  (0, 1536)	0.3292930440202953
  (0, 1537)	0.34708866923116466
  (0, 1719)	0.34708866923116466
  (0, 1258)	0.2862450247618851
  (0, 2697)	0.23623592397724627
  (0, 208)	0.3292930440202953
  (0, 66)	0.22274060128395132
  (0, 389)	0.17160999108616554
  (0, 2779)	0.1645577358233262
  (0, 1079)	0.16595116752642727
  (0, 2326)	0.19781211580673677
  (0, 2468)	0.21560774101760613
  (0, 645)	0.0715280552385468
  (0, 1104)	0.20494497607308199"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,course advance helpful stretch excel capability content material valuable keep reference although final assignment challengingthis course help lot career path,Mina J,5.0,122449,excel skill business advanced course advance helpful stretch excel capability content material valuable keep reference although final assignment challengingthis course help lot career path,"  (0, 2210)	0.27774144702275144
  (0, 409)	0.2268612133578323
  (0, 432)	0.3044237505498096
  (0, 1210)	0.20283475088422978
  (0, 112)	0.21578705682696298
  (0, 2540)	0.22951705441128795
  (0, 1683)	0.21211814607022716
  (0, 3306)	0.23545099649950446
  (0, 404)	0.27774144702275144
  (0, 2904)	0.27774144702275144
  (0, 65)	0.2424693603540211
  (0, 1874)	0.15963850734667054
  (0, 1811)	0.14006419385426322
  (0, 604)	0.15540408591833005
  (0, 66)	0.19536082636399657
  (0, 389)	0.15051530559609275
  (0, 2779)	0.14432992938746075
  (0, 1079)	0.2911041546727546
  (0, 1431)	0.16439695574810836
  (0, 1429)	0.1534496343467405
  (0, 212)	0.1512281857280704
  (0, 645)	0.12547133211513803"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,really great advanced lookup function make interactive dashboard awesome,praveen p d,5.0,88754,excel skill business advanced really great advanced lookup function make interactive dashboard awesome,"  (0, 729)	0.39755426381084596
  (0, 1600)	0.3074810930744875
  (0, 1804)	0.39755426381084596
  (0, 248)	0.22254956126777325
  (0, 66)	0.5102527602550474
  (0, 389)	0.19656154094563166
  (0, 2779)	0.18848391007558735
  (0, 1079)	0.19007994234055334
  (0, 1838)	0.208475748523057
  (0, 1294)	0.28180148349731354
  (0, 2509)	0.16505320939116522
  (0, 1365)	0.13806020974425215"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,good course,Jitender K,5.0,22793,excel skill business advanced good course,"  (0, 66)	0.5754443853298218
  (0, 389)	0.44334982157628705
  (0, 2779)	0.4251305087454835
  (0, 1079)	0.4287304022775473
  (0, 1342)	0.2713141013661505
  (0, 645)	0.18479081740518202"
Excel Skills for Business: Advanced,https://www.coursera.org/learn/excel-advanced,2,great experience gain lot teach straight forward easy understand,Akinteye O D,5.0,69217,excel skill business advanced great experience gain lot teach straight forward easy understand,"  (0, 2896)	0.424922953557225
  (0, 1303)	0.33342325371950055
  (0, 1811)	0.22704666264886725
  (0, 1263)	0.3438474589917051
  (0, 66)	0.31668353215542505
  (0, 389)	0.24398810911463403
  (0, 2779)	0.2339614992670177
  (0, 1079)	0.235942623817332
  (0, 3025)	0.2698643265749192
  (0, 3233)	0.2220184256227282
  (0, 914)	0.2457296225700965
  (0, 1117)	0.2374708679210719
  (0, 1365)	0.17137151732437342"
Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,3,like content,Manish K S,5.0,7587,convolutional neural network tensorflow like content,"  (0, 3049)	0.45165602292530854
  (0, 2038)	0.3960696037729367
  (0, 2043)	0.41476288431741554
  (0, 622)	0.45408255807311043
  (0, 604)	0.36733024640387013
  (0, 1774)	0.354943624038794"
Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,3,great place start cnn tensorflow,Aritra R G,5.0,91062,convolutional neural network tensorflow great place start cnn tensorflow,"  (0, 494)	0.3951823261639243
  (0, 2272)	0.3758863981086791
  (0, 3049)	0.6015406976271727
  (0, 2038)	0.26375380119960284
  (0, 2043)	0.2762021783371815
  (0, 622)	0.30238624627928556
  (0, 2871)	0.2751483680554026
  (0, 1365)	0.1664072010307723"
Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,3,last week excercise little bit challenge overall great course,Prashant ,4.0,28671,convolutional neural network tensorflow last week excercise little bit challenge overall great course,"  (0, 2163)	0.28447148585892784
  (0, 1089)	0.3982844734835436
  (0, 1724)	0.3250124900370524
  (0, 3049)	0.2903251977765642
  (0, 2038)	0.25459416062670165
  (0, 2043)	0.26661023059078165
  (0, 622)	0.2918849783638671
  (0, 3375)	0.27311562953660934
  (0, 430)	0.27915070068693815
  (0, 1786)	0.3081864530447104
  (0, 326)	0.25892861035538595
  (0, 645)	0.09532036456965345
  (0, 1365)	0.16062821265884403"
